ID,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,Subsection Name,Subsection Description,NTEE_CD,Category,IRS_NTEE_Code2_Description,AFFILIATION,Aff_Type,IRS_Affiliation_Codes_Description,Ded_Code,Ded_Description,Foundation_Code,Foundation_Description,Org_Code,Org_Description,EO_Status_Code,EO_Description,Asset_Income_Code,IRS_Asset_Income_Codes_Description,Filing_Code,IRS_Filing_Codes_Description,PF_Filing_Code,IRS_PF_Filing_Codes_Description,ASSET_AMT,INCOME_AMT,REVENUE_AMT
,660794517,AS THE STARS OF THE SKY FOUNDATION INC,,7003 ESTATE LOUISSENHOJ,ST THOMAS,VI,00802-3579,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660794599,EMPOWERING PEOPLE FOUNDATION CORP,% NELSON IRIZARRY,PO BOX 1458,AGUADA,PR,00602-1458,Charitable and religious,Charitable and religious,B60,Education,Adult, Continuing Education,3,,Independent,1,Contributions are deductible. ,,16,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660794698,PR ADDICTION RESEARCH FOUNDATION INC,% MIGUEL COLL,1357 AVE ASHFORD STE 2 PMB 239,SAN JUAN,PR,00907-1420,Charitable and religious,Charitable and religious,H99,Medical Research,Medical Research N.E.C.,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,660794851,CASA DE MISERICORDIA EL GRAN YO SOY INC,% JUAN DANIEL VELEZ,STREET 46 BLOCK 40 - 14 MIRA FLORES,BAYAMON,PR,00957-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660795286,INSTITUTE FOR SOCIO-ECOLOGICAL RESEARCH,% ISER,PO BOX 3151,LAJAS,PR,00667-3151,Charitable and religious,Charitable and religious,C05,Environmental Quality, Protection and Beautification,Research Institutes and/or Public Policy Analysis,3,,Independent,1,Contributions are deductible. ,,16,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660795546,ISKCON GURABO,,HC 1 BOX 8440,GURABO,PR,00778-9458,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660796458,ALTERNATIVES TO VIOLENCE PROJECT USA INC,% CARMEN HAMILTON,6248 FRYDENHOJ,ST THOMAS,VI,00802-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,660797134,FUNDACION LIBRE DE GENEROF,,PO BOX 368058,SAN JUAN,PR,00936-8058,Charitable and religious,Charitable and religious,E99,Health - General and Rehabilitative,Health - General and Rehabilitative N.E.C.,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,,,
,660797448,COMMUNITY DEVELOPMENT,% CARMEN DIAZ,COND COSTA DEL SOL L-3 BUZON 12103,CAROLINA,PR,00979-0000,Charitable and religious,Charitable and religious,W99,Public, Society Benefit - Multipurpose and Other,Public, Society Benefit - Multipurpose and Other N.E.C.,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,1
,660797641,ARRANCA PR CORP,,PO BOX 2598,ISABELA,PR,00662-9598,Charitable and religious,Charitable and religious,S30,Community Improvement, Capacity Building,Economic Development,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,1,,0,,
,660798610,VOCES COALICION DE VACUNACION DE PUERTO RICO,,PMB 290 JUAN C BORBON ST 35 STE 67,GUAYNABO,PR,00969-5375,Charitable and religious,Charitable and religious,Q33,International, Foreign Affairs and National Security,International Relief,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,5,500,,000 to 999,,999,1,0
,660798859,HOPE TO BE BETTER INC,,26 CALLE EL REY,ISABELA,PR,00662-4239,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,,,
,660799555,RISING STARS FOUNDATION CORP,% SACRED FAMILY SCHOOL,24 ROAD 21,GUAYNABO,PR,00966-0000,Charitable and religious,Charitable and religious,B20,Education,Elementary, Secondary Education, K - 12,,3,Independent,1,,Contributions are deductible. ,11,1,Corporation,1,Unconditional Exemption,0,,0,,1,0,
,660800233,IGLESIA EL RETORNO DE JESUCRISTO INC,,PO BOX 3043,AGUADILLA,PR,00605-3043,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660800837,INTERNATIONAL ASSOCIATION OF LIONS CLUB,% ANITA MYERS,PO BOX 4372,HAGATNA,GU,96932-8372,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,1,0
,660801404,PARA LA NATURALEZA INC,% MARIA C APONTE ALEQUIN,PO BOX 9023554,SAN JUAN,PR,00902-3554,Charitable and religious,Charitable and religious,C30,Environmental Quality, Protection and Beautification,Natural Resources Conservation and Protection,3,,Independent,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,0,0,,0,,1,,
,660801467,SUNRISE LEADERSHIP FOUNDATION,% GEORGE ETHRIDGE,26A NORRE GADE,ST THOMAS,VI,00804-0000,Charitable and religious,Charitable and religious,B01,Education,Alliance/Advocacy Organizations,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,,,
,660802060,COMMUNITY MUSIC INC,,PO BOX 1427,CHRISTIANSTED,VI,00821-1427,Charitable and religious,Charitable and religious,A99,Arts, Culture and Humanities,Arts, Culture,, and Humanities N.E.C.,3,Independent,,1,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,,0,,0,1,0
,660802223,SANARE INC,,REPARTO MARQUEZ CALLE 7 STE E-19,ARECIBO,PR,00612-0000,Charitable and religious,Charitable and religious,F19,Mental Health, Crisis Intervention,Nonmonetary Support N.E.C.,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,1,,0,,
,660802225,IGLESIA SOLDADOS DEL SENOR,,PO BOX 722,SABANA HOYOS,PR,00688-0722,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660803228,ALOFA MO MEAOLA,,PO BOX 6274,PAGO PAGO,AS,96799-6274,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,660803903,CORPORACION PARA EL DESARROLLO DE LA CIUDAD DE CAGUAS,,PO BOX 1420,CAGUAS,PR,00726-1420,Charitable and religious,Charitable and religious,L99,Housing, Shelter,Housing, Shelter N.E.C.,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,1,0,
,660804378,TEENAGE HEAD INJURY NETWORK OF KNOWLEDGE INC,,PO BOX 25918,CHRISTIANSTED,VI,00824-1918,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,660804494,NORTHERN MARIANAS INTERNATIONAL SCH OOL,,PO BOX 10000 PMB 936,SAIPAN,MP,96950-8900,Charitable and religious,Charitable and religious,B24,Education,Primary, Elementary Schools,3,,Independent,1,Contributions are deductible. ,,11,1,Corporation,1,Unconditional Exemption,0,0,,1,,0,,
,660804748,PACIFIC OMBUDSMAN FOR HUMANITARIAN LAW,% LAW OFFICE OF PAMELA BLACKBURN LL,PO BOX 5077,SAIPAN,MP,96950-5077,Charitable and religious,Charitable and religious,I99,Crime, Legal-Related,Crime, Legal Related N.E.C.,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,1,0,
,660804753,ST CROIX YOUTH SAILING ASSOCIATION INC,% LORIN KLEEGER,40 STRAND STREET,CHRISTIANSTED,VI,00820-0000,Charitable and religious,Charitable and religious,O50,Youth Development,Youth Development Programs, Other,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660804803,GRAMEEN PUERTO RICO LLC,% STEPHEN A VOGUL,PO BOX 10655,SAN JUAN,PR,00922-0655,Charitable and religious,Charitable and religious,Q32,International, Foreign Affairs and National Security,International Economic Development,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,1,,0,,
,660804878,HOGAR DE ANCIANOS EL JARDIN DEL EDEN INC,,PO BOX 902,LAJAS,PR,00667-0902,Charitable and religious,Charitable and religious,Z99,Unknown,Unknown,3,Independent,,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,0,0,0,,1,,,,
,660804925,HUELLITAS DE ESPERANZA DE SANLINAS INC,,URB QUINTA LAS MUESAS 254 COCA NAVA,CAYEY,PR,00736-0000,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,,,
,660805323,COMMON CAUSE FOR PAWS FOUNDATION INC,% JANIS PALMA,41 CALLE ORFEO,GUAYNABO,PR,00969-5035,Charitable and religious,Charitable and religious,D99,Animal-Related,Animal-Related N.E.C.,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,,,
,660805325,MEHR INC,,466 ST KM 8 9 BAJURAS,ISABELLA,PR,00662-0000,Charitable and religious,Charitable and religious,L99,Housing, Shelter,Housing, Shelter N.E.C.,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,1,0,
,660805490,FLOWERS OF TOMORROW,% ALIIFAATUI LAOLAGI,PO BOX PPC,PAGO PAGO,AS,96799-9731,Charitable and religious,Charitable and religious,O03,Youth Development,Professional Societies, Associations,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,1,,0,,
,660805770,ENLACE INTERNACIONAL PR CORP,% HERBERT PADUA-MENDEZ,PO BOX 4956,CAGUAS,PR,00726-4956,Charitable and religious,Charitable and religious,Q33,International, Foreign Affairs and National Security,International Relief,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660807937,IGLESIA CIUDADANOS DEL REINO,,HC 71 BOX 6929,CAYEY,PR,00736-9542,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660808089,NUEVOS HORIZONTES EN CRISTO,,24 CALLE PABLO CASALS,MAYAGUEZ,PR,00680-3908,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660808103,MINISTRY WITH MARINERS AND FISHERS,% MINISTRY WITH MARINERS AND FISHER,9 CALLE RODRIGUEZ SERRA APT 3A,SAN JUAN,PR,00907-1408,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660808236,SANTUARIO MI PEQUENO ALBERGUE,,33 CALLE PARQUE SERENO URB CAMINO,LAS PIEDRAS,PR,00771-0000,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,,,
,660809057,HEALING PAWS SANCTUARY INC,,PO BOX 24869,CHRISTIANSTED,VI,00824-0869,Charitable and religious,Charitable and religious,D99,Animal-Related,Animal-Related N.E.C.,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,660809332,FUTURE FARMERS OF AMERICA STATE ASSOCIATONS AND LOCAL CHAPTER,% EDDIE WILLIAMS,PO BOX 4353,KINGSHILL,VI,00851-4353,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,16,,5,Association,1,Unconditional Exemption,0,0,1,,0,,,,
,660809392,ADELANTE YABUCOENOS,% BHARATAN PATEL,PO BOX 460,YABUCOA,PR,00767-0460,Charitable and religious,Charitable and religious,B99,Education,Education N.E.C.,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660810017,VIRGIN ISLANDS ARCHERY FEDERATION INC,% AMANDA WAREHIME,PO BOX 886,CHRISTIANSTED,VI,00821-0886,Charitable and religious,Charitable and religious,N99,Recreation, Sports, Leisure, Athletics,,Recreation, Sports, Leisure,, Athletics N.E.C.,3,Independent,1,Contributions are deductible. ,15,1,,Corporation,,1,Unconditional Exemption,2
,660811310,IGLESIA MISIONERA GRACIA Y PERDON,,RR 11 BOX 3649D,BAYAMON,PR,00956-9655,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660811657,DEFENSA ANIMAL DE RINCON,% ADELAIDE E CANINO,HC 1 BOX 4749,RINCON,PR,00677-8805,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660811671,NIGEL O HODGE ORGANIZATION INC,% CHESTER HODGE,PO BOX 10091,ST THOMAS,VI,00801-3091,Charitable and religious,Charitable and religious,G12,Diseases, Disorders, Medical Disciplines,Fund Raising and/or Fund Distribution,,3,Independent,1,,Contributions are deductible. ,,1,Corporation,1,Unconditional Exemption,0,,0,,0,1,
,660811997,IGLESIA DIOS ES NUESTRO REFUGIO,,PO BOX 4054,BAYAMON,PR,00958-1054,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,1,,0,,,,
,660812051,LIGA PROAYUDA A PACIENTES MENTALES INC,,PO BOX 3124,BAYAMON,PR,00960-3124,Charitable and religious,Charitable and religious,L20,Housing, Shelter,Housing Development, Construction,, Management,3,Independent,,1,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,,0,,0,1,0
,660812571,SAIPAN ENRICHMENT FOUNDATION,,PO BOX 10001 PMB 82,SAIPAN,MP,96950-8901,Charitable and religious,Charitable and religious,Z99,Unknown,Unknown,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,,,
,660812599,CORP DE SERVICIOS DE SALUD Y DESARROLLO SOCIOECONOMICO DEL OTOA,,CH-02 BOX 6590,FLORIDA,PR,00650-0000,Charitable and religious,Charitable and religious,E20,Health - General and Rehabilitative,Hospitals and Related Primary Medical Care Facilities,3,Independent,,1,Contributions are deductible. ,12,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660812689,STAT MEDICAL SERVICES CORPORATION,% JOEL RAMOS,100 GRAN BULEVAR PASEOS 112-MSO 271,SAN JUAN,PR,00926-0000,Charitable and religious,Charitable and religious,E320,,,3,Independent,,1,Contributions are deductible. ,12,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660813039,IGLESIA REY DE GLORIA,% IGLESIA REY DE GLORIA,HC 6 BOX 67420,AGUADILLA,PR,00603-9802,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,1,,0,,,,
,660813510,NORTHERN MARIANAS CRIME STOPPERS PROGRAM INC,% SEAN E FRINK,PO BOX 503783,SAIPAN,MP,96950-3783,Charitable and religious,Charitable and religious,I20,Crime, Legal-Related,Crime Prevention N.E.C.,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,,
,660814212,PACIFIC CENTURY FELLOWS PROGRAM - MARIANAS CHAPTER,% MARY SABLAN,PO BOX 501280,SAIPAN,MP,96950-1280,Charitable and religious,Charitable and religious,W99,Public, Society Benefit - Multipurpose and Other,Public, Society Benefit - Multipurpose and Other N.E.C.,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,
,660814817,FUNDACION LA OBRA DE TUS MANOS INC,,CONDOMINIO VISTA REAL IC-319,CAGUAS,PR,00727-0000,Charitable and religious,Charitable and religious,F99,Mental Health, Crisis Intervention,Mental Health, Crisis Intervention N.E.C.,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,1,0,
,660815727,VIEQUES ISLAND ANIMAL SANCTUARY INC,% WENDY PRICE,HC 2 BOX 15015,VIEQUES,PR,00765-9511,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660816012,JUNTOS VIEQUES INC,% MICHAEL SANSON,HC 2 BOX 14717,VIEQUES,PR,00765-9507,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,660816248,MYISLAND BALLERS,,PO BOX 1207,ST JOHN,VI,00831-1207,Charitable and religious,Charitable and religious,N62,Recreation, Sports, Leisure, Athletics,,Basketball,3,Independent,,1,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,,0,,0,2,0
,660817577,SGVBG FOUNDATION INC,,5030 ANCHOR WAY,CHRISTIANSTED,VI,00820-4692,Charitable and religious,Charitable and religious,C11,Environmental Quality, Protection and Beautification,Single Organization Support,3,,Independent,1,Contributions are deductible. ,,23,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,1,0
,660817624,PATRONATO DE SAN JOSE INC,% RICARDO F GONZALEZ,197 CALLE ONEILL,SAN JUAN,PR,00918-2404,Charitable and religious,Charitable and religious,A23,Arts, Culture and Humanities,Cultural, Ethnic Awareness,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,1,0,
,660818815,ILERI INC,% RESA O REILLY,PO BOX 875,CHRISTIANSTED,VI,00821-0875,Charitable and religious,Charitable and religious,O50,Youth Development,Youth Development Programs, Other,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,1,,0,,
,660820031,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% COLLEEN DIRIGE,PO BOX 26473,BARRIGADA,GU,96921-6473,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,1,0
